"ID","Distance.band","Urban.rural","Market","ISP","Headline.speed","Technology","Download.speed..Mbit.s..24.hour","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","ISP.weights","Nat.weights"
"433","3163","763-946","Urban",2,"Orange","20","DSL",15.085,18.596,14.456,0.966,1.07,0.944,28.014,0.002,27.245,0.003,0.652,0.451,0.754,0.614,23.131,"0.140%",22.603,"0.230%",574.742,563.069,0.74,NA
"434","3164","1992-2563","Urban",3,"Orange","20","DSL",3.986,4.596,3.78,0.64,0.667,0.636,30.99,0.002,33.051,0.014,0.947,0.685,0.883,0.998,24.171,"0.210%",24.444,"0.440%",1038.265,1396.251,2.08,NA
"435","3168","1992-2563","Urban",2,"BT","8","DSL",0.501,1.49,0.521,0.357,0.393,0.346,32.761,0.001,32.962,0.002,0.878,0.777,0.863,0.718,31.662,"0.150%",33.269,"0.860%",5896.45,5820.926,0.71,0.41
"436","3173","1635-1992","Rural",3,"TalkTalk","20","ADSL2+",3.039,3.733,3.057,0.706,0.746,0.702,45.456,0.001,45.501,0.002,0.78,0.658,0.626,0.765,41.911,"0.360%",43.473,"0.450%",2951.477,2999.536,1.19,0.74
"437","3178","1992-2563","Urban",2,"Tiscali","20","DSL",2.186,2.789,2.148,0.665,0.684,0.669,49.25,0.002,49.486,0,0.641,0.544,NA,NA,50.037,"0.280%",51.476,"0.020%",3370.69,2459.913,1.19,0.21
"438","3179","1143-1367","Urban",2,"AOL","20","DSL",10.275,10.454,10.256,0.868,0.882,0.866,27.176,0.001,27.3,0.004,1.024,0.508,1.004,0.613,24.634,"0.050%",24.91,"0.240%",624.422,621.068,NA,0.48
"439","3184","946-1143","Urban",3,"Sky","20","ADSL2+",1.794,3.284,1.744,0.578,0.692,0.577,35.885,0.024,33.284,0.022,0.885,0.582,0.908,0.553,33.696,"8.420%",32.621,"7.120%",3430.499,3534.43,1.23,0.88
"440","3185","0-385","",NA,"Virgin","30","Cable",30.99,31.34,NA,1.973,1.988,NA,9.066,0,8.171,0,1.062,0.27,NA,NA,7.812,"0.590%",NA,"",264.675,NA,NA,NA
"441","3190","2563-5000","Rural",1,"BT","8","DSL",0.546,1.505,0.507,0.294,0.39,0.274,35.693,0.003,36.019,0.004,1.193,0.864,1.851,1.027,34.341,"2.530%",35.214,"0.050%",6261.347,5905.079,NA,0.33
"442","3191","1635-1992","Urban",3,"AOL","8","ADSL2+",4.907,5.517,5.001,0.345,0.379,0.341,50.965,0.012,46.303,0,4.085,0.808,2.15,0.929,41.301,"0.530%",42.473,"0.330%",2871.866,2586.519,NA,0.08
"443","3194","1143-1367","Urban",3,"Sky","20","ADSL2+",7.659,9.208,7.644,0.973,0.988,0.97,33.664,0.004,33.174,0,0.562,0.409,0.469,0.383,27.272,"0.520%",27.291,"0.050%",1726.101,1698.219,1.23,0.88
"444","3195","1992-2563","Rural",1,"BT","8","DSL",2.301,2.368,2.319,0.352,0.37,0.355,20.83,0.013,19.111,0,0.872,0.509,1.108,0.73,19.409,"0.940%",19.444,"2.040%",3085.096,2959.595,NA,0.33
"445","3201","582-763","Urban",2,"Orange","8","DSL",5.989,6.789,6.004,0.418,0.627,0.423,43.331,0.002,42.976,0.014,0.976,1.099,1.215,1.152,36.122,"0.090%",35.483,"0.140%",911.971,910.777,NA,NA
"446","3204","0-385","",NA,"Virgin","8","DSL",5.963,6.974,4.264,0.845,0.861,0.842,38.25,0.004,40.95,0.031,0.724,0.879,NA,NA,40.628,"0.170%",NA,"",859.092,1150.987,NA,NA
"447","3209","385-582","Urban",1,"Sky","20","ADSL2+",15.514,17.831,15.59,1.096,1.132,1.092,18.592,0,18.033,0,0.58,0.53,0.76,0.603,21.308,"0.300%",21.345,"0.360%",655.133,611.641,NA,NA
"448","3212","1992-2563","Urban",2,"Tiscali","20","DSL",5.641,7.228,5.779,0.851,0.882,0.857,29.452,0,29.288,0.002,1.08,0.657,1.068,0.706,28.169,"0.110%",28.29,"0.380%",844.886,782.838,1.19,0.19
"449","3216","1143-1367","Urban",3,"AOL","8","ADSL2+",4.218,4.931,4.17,0.688,0.748,0.692,20.57,0.002,22.255,0.003,2.12,0.466,1.54,0.494,15.674,"0.050%",15.486,"0.020%",1406.961,1558.939,NA,NA
"450","3217","582-763","Urban",3,"TalkTalk","20","ADSL2+",13.851,14.294,13.934,0.791,0.811,0.791,26.212,0,26.365,0.002,0.719,0.489,0.727,0.608,31.229,"0.040%",31.474,"0.040%",618.616,575.091,1.36,0.49
"451","3225","1367-1635","Urban",3,"Virgin","20","Cable",14.98,19.254,NA,1.964,1.973,NA,14.898,0,NA,NA,1.281,0.68,NA,NA,16.398,"0.280%",NA,"",462.172,NA,NA,0.97
"452","3236","1143-1367","Urban",3,"BT","8","DSL",2.553,2.559,2.548,0.581,0.593,0.578,19.536,0,19.499,0,0.81,0.664,0.912,0.665,19.458,"0.020%",19.759,"0.040%",1404.062,1395.514,0.94,0.52
"453","3237","946-1143","Urban",3,"BT","20","DSL",6.198,6.344,6.187,0.995,1.004,0.996,17.351,0,17.684,0,0.612,0.502,0.466,0.581,17.263,"0.050%",17.087,"0.020%",642.841,651.271,0.73,0.77
"454","3239","1143-1367","Urban",3,"Virgin","8","DSL",4.853,4.884,4.855,0.242,0.252,0.238,17.956,0,17.591,0,1.19,0.243,1.641,0.321,18.894,"0.100%",19.422,"0.030%",817.899,822.734,NA,NA
"455","3255","763-946","Rural",2,"BT","8","DSL",5.633,6.498,4.785,0.356,0.387,0.338,57.54,0.003,59.927,0.003,1.863,0.587,5.983,0.804,58.05,"0.110%",59.585,"0.420%",1249.799,1180.109,0.94,0.18
"456","3257","1635-1992","Urban",3,"BT","20","DSL",2.084,2.239,2.08,0.773,0.823,0.777,15.374,0.002,16.216,0.017,0.721,0.697,0.597,0.981,14.917,"0.260%",15.273,"0.240%",1702.535,1712.288,1.03,0.88
"457","3264","2563-5000","Rural",1,"Sky","20","DSL",1.774,3.299,1.463,0.381,0.395,0.378,63.514,0.02,92.593,0.05,1.775,3.453,1.189,5.673,62.962,"1.890%",92.685,"4.180%",3066.513,4512.438,NA,1.26
"458","3272","763-946","Urban",3,"Virgin","30","Cable",30.655,31.445,30.873,1.976,1.987,1.976,25.785,0,25.525,0,1.897,0.223,2.284,0.362,18.204,"0.260%",18.68,"0.190%",334.122,357.539,1,0.59
"459","3275","1992-2563","Urban",3,"Virgin","8","DSL",2.416,2.559,2.426,0.368,0.751,0.365,42.132,0,60.546,0,1.053,0.824,0.93,3.225,39.567,"0.080%",60.334,"0.010%",1610.021,1813.209,NA,0.11
"460","3283","385-582","Urban",3,"Orange","20","DSL",11.504,13.199,11.283,0.713,0.933,0.704,35.088,0,35.579,0.003,0.8,0.612,0.876,0.778,30.497,"0.210%",30.752,"0.110%",604.399,602.769,0.58,NA
"461","3287","1367-1635","Urban",3,"Sky","20","ADSL2+",3.47,3.572,3.423,0.982,1.005,0.98,26.111,0.001,25.623,0.002,0.757,0.609,0.935,0.658,28.119,"0.250%",28.073,"0.160%",1757.93,1901.163,0.86,1.01
"462","3288","1992-2563","Rural",1,"Entanet","20","DSL",0.808,0.972,0.786,0.325,0.396,0.332,NA,NA,NA,NA,0.989,0.605,0.934,0.638,41.14,"0.310%",41.131,"0.190%",NA,NA,NA,0.61
"463","3292","1635-1992","Urban",2,"BT","20","DSL",5.546,6.011,5.549,0.983,1.019,0.983,36.173,0.003,35.904,0.007,0.811,0.61,0.72,0.626,36.515,"0.260%",36.096,"0.180%",852.051,810.154,1.03,0.6
"464","3294","946-1143","Urban",3,"Plusnet","20","DSL",11.259,11.725,11.221,0.378,0.393,0.373,28.825,0.001,28.955,0,1.468,0.502,1.556,0.579,27.848,"0.510%",27.95,"0.150%",600.187,599.999,1.27,NA
"465","3308","5000+","Rural",2,"Sky","8","ADSL2+",2.344,2.679,2.399,0.767,0.829,0.769,42.46,0.009,41.151,0.019,0.721,0.533,0.651,0.56,35.788,"2.470%",34.54,"3.090%",2466.672,2365.713,NA,0.14
"466","3317","0-385","",NA,"Virgin","30","Cable",36.578,38,NA,2.954,2.966,NA,12.793,0,12.667,0,0.91,0.216,NA,NA,12.813,"0.030%",NA,"",366.904,NA,NA,NA
"467","3320","582-763","Urban",3,"Orange","20","DSL",10.932,11.635,11.003,0.902,0.947,0.909,26.632,0.001,27.99,0,0.76,0.454,0.971,0.599,20.616,"0.100%",21.028,"0.140%",531.501,508.515,0.74,NA
"468","3326","1367-1635","Urban",3,"BT","20","DSL",6.11,8.508,5.991,0.712,0.772,0.7,20.892,0.003,22.192,0.002,1.237,1.061,0.901,1.567,19.926,"0.640%",22.889,"0.530%",833.654,1059.616,1.03,0.88
"469","3328","1992-2563","Rural",3,"Plusnet","20","DSL",5.726,6.215,5.705,0.912,0.931,0.915,18.188,0.001,18.097,0,0.777,0.532,0.751,0.643,17.194,"0.920%",17.231,"0.860%",705.748,707.161,1.19,0.36
"470","3333","763-946","Urban",2,"Sky","20","ADSL2+",13.212,13.483,13.222,1.076,1.1,1.076,28.127,0.001,27.749,0,0.595,0.392,0.654,0.41,21.237,"0.310%",21.317,"0.330%",958.79,830.271,1.23,0.39
"471","3335","1367-1635","Urban",3,"Sky","20","ADSL2+",9.079,9.736,9.069,0.975,1.01,0.972,20.899,0,20.289,0.003,0.63,0.617,0.787,0.681,19.131,"0.280%",19.49,"0.280%",1385.407,1666.662,0.86,1.01
"472","3339","2563-5000","Rural",2,"BT","20","DSL",2.3,3.145,2.274,0.751,0.785,0.751,33.624,0,33.423,0.003,0.727,0.557,0.656,0.563,33.105,"0.120%",32.8,"0.070%",1624.963,1740.161,1.54,1.12
"473","3354","2563-5000","Rural",1,"AOL","8","DSL",0.845,1.592,0.626,0.365,0.379,0.364,37.474,0.022,37.79,0.024,1.487,0.72,1.502,0.862,31.08,"1.380%",30.832,"1.120%",6710.352,10863.108,NA,NA
"474","3357","1635-1992","Urban",3,"Virgin","20","Cable",19.361,20.536,17.367,1.119,1.134,1.113,15.2,0,16.836,0,2.742,0.391,4.501,0.881,15.534,"0.070%",17.713,"0.020%",375.748,494.012,1,0.97
"475","3371","946-1143","Urban",3,"Sky","20","ADSL2+",6.051,6.467,6.064,1.065,1.112,1.069,18.961,0,18.022,0,0.742,0.474,1.021,0.507,21.485,"0.290%",21.525,"0.180%",1738.93,1579.167,1.23,0.88
"476","3372","0-385","",NA,"BT","8","DSL",3.815,4.236,3.831,0.361,0.368,0.362,40.37,0.001,40.485,0.003,1.006,0.578,0.886,0.617,40.406,"0.070%",40.364,"0.040%",1146.553,1090.557,0.94,NA
"477","3382","1992-2563","Rural",2,"BT","20","DSL",3.134,3.267,3.146,0.818,0.839,0.812,38.257,0.035,38.894,0.033,0.68,0.479,0.77,0.619,38.108,"0.110%",38.509,"0.050%",1271.543,1265.468,1.54,0.5
"478","3389","1635-1992","Urban",3,"Orange","20","DSL",0.625,0.829,0.617,0.395,0.416,0.396,20.864,0.002,20.418,0.002,0.939,0.673,0.748,0.752,12.027,"0.090%",12.405,"0.090%",4395.772,4669.255,1.49,NA
"479","3392","1992-2563","Urban",3,"Sky","20","ADSL2+",5.861,6.203,5.846,0.96,0.992,0.961,25.143,0.001,24.498,0,0.66,0.498,0.579,0.536,17.415,"0.330%",17.725,"0.280%",1628.102,1353.458,1.44,1.55
"480","3393","0-385","",NA,"Virgin","30","Cable",30.774,31.338,NA,1.974,1.984,NA,14.727,0,14.676,0,1.015,0.238,NA,NA,15.691,"0.230%",NA,"",363.661,NA,NA,NA
"481","3404","1367-1635","Rural",1,"BT","8","DSL",6.644,6.791,6.683,0.386,0.396,0.38,37.651,0,37.834,0,0.853,0.506,0.816,0.64,38.131,"0.010%",38.354,"0.030%",821.704,838.763,NA,0.2
"482","3405","1367-1635","Urban",3,"Virgin","30","Cable",34.39,36.816,33.534,2.938,2.963,2.928,20.253,0,20.203,0,1.819,0.288,2.497,0.388,15.6,"0.080%",16.483,"0.040%",353.46,350.288,1,0.59
"483","3406","582-763","Urban",3,"Sky","20","ADSL2+",1.572,1.787,1.485,0.704,0.722,0.702,19.506,0.001,18.582,0,0.804,0.815,0.841,0.988,21.631,"0.270%",22.43,"0.180%",3048.3,3235.647,0.62,0.52
"484","3409","946-1143","Urban",3,"Plusnet","20","DSL",5.969,6.755,5.742,0.378,0.392,0.381,15.506,0.001,15.498,0.004,1.506,0.58,0.815,0.718,14.808,"0.060%",14.578,"0.020%",1056.371,1523.796,1.27,NA
"485","3424","1635-1992","Urban",2,"Sky","20","ADSL2+",7.954,8.257,7.977,0.967,0.993,0.968,13.508,0,12.913,0,0.651,0.485,0.503,0.472,11.475,"0.140%",11.558,"0.010%",1967.987,2284.441,1.44,0.45
"486","3425","2563-5000","Rural",1,"BT","8","DSL",2.805,2.838,2.803,0.378,0.394,0.377,27.931,0,28.062,0,1.233,0.418,1.245,0.501,27.792,"0.040%",27.927,"0.010%",2617.841,2808.642,NA,0.74
"487","3426","385-582","Urban",3,"Sky","20","ADSL2+",17.638,18.768,17.631,0.972,1.019,0.964,11.753,0.001,11.257,0,0.543,0.378,0.61,0.392,9.801,"0.200%",9.886,"0.180%",592.745,414.78,0.62,0.52
"488","3430","385-582","Urban",3,"TalkTalk","20","ADSL2+",6.909,6.97,6.894,0.572,0.773,0.58,NA,NA,NA,NA,0.805,0.547,0.711,0.687,29.464,"0.500%",29.714,"0.020%",NA,NA,0.54,0.49
"489","3431","385-582","Rural",1,"TalkTalk","8","DSL",5.393,6.316,5.296,0.384,0.393,0.385,22.218,0,22.707,0,1.186,0.421,1.108,0.818,22.55,"0.000%",22.989,"0.010%",795.404,829.283,NA,NA
"490","3434","0-385","",NA,"Tiscali","20","DSL",3.158,3.163,3.162,0.815,0.834,0.815,36.147,0,35.803,0,0.738,0.795,0.623,0.789,34.406,"0.010%",34.729,"0.040%",1215.866,1191.766,0,NA
"491","3444","1635-1992","Rural",1,"TalkTalk","20","ADSL2+",1.224,1.648,1.204,0.501,0.527,0.501,28.407,0,28.615,0.005,1.105,0.621,1.132,0.665,18.58,"0.350%",18.834,"2.940%",2862.214,2922.48,NA,0.49
"492","3450","946-1143","Urban",3,"Sky","20","ADSL2+",9.332,9.797,9.337,1.004,1.031,1.009,27.989,0,27.483,0,0.634,0.523,0.631,0.491,21.06,"0.460%",21.171,"0.310%",1462.52,1154.077,1.23,0.88
"493","3458","1992-2563","Rural",3,"BT","8","DSL",2.919,3.067,2.96,0.386,0.396,0.387,30.238,0.001,30.135,0,0.843,0.584,0.806,0.644,30.055,"0.060%",29.127,"0.030%",1315.161,1285.257,0.71,0.76
"494","3460","582-763","Rural",1,"TalkTalk","20","ADSL2+",13.348,13.956,13.312,0.848,0.865,0.84,27.731,0,27.511,0.003,0.9,0.501,1.034,0.596,32.296,"0.050%",32.392,"0.000%",594.701,566.007,NA,0.28
"495","3461","0-385","Urban",3,"AOL","20","ADSL2+",12.583,13.27,12.679,0.833,0.871,0.838,28.322,0.002,29.297,0.003,1.033,0.637,1.153,0.774,25.931,"0.040%",26.319,"0.010%",641.107,690.577,NA,0.63
"496","3462","385-582","Rural",1,"BT","8","DSL",5.391,5.816,5.074,0.364,0.394,0.354,33.923,0,35.295,0,1.739,0.575,5.71,1.358,34.781,"0.020%",35.766,"0.030%",933.381,1422.752,NA,NA
"497","3467","0-385","Urban",1,"BT","8","DSL",6.236,6.688,5.709,0.378,0.394,0.38,34.063,0.001,34.177,0,0.996,0.505,0.732,0.665,33.65,"0.060%",33.608,"0.100%",1230.087,1373.585,NA,0.13
"498","3472","1992-2563","Urban",3,"Sky","20","ADSL2+",6.474,6.789,6.528,0.85,0.899,0.85,33.806,0.001,32.98,0,0.686,0.409,0.723,0.5,27.262,"0.310%",27.206,"0.680%",2101.051,1703.502,1.44,1.55
"499","3476","2563-5000","Rural",1,"BT","8","DSL",2.37,3.373,2.257,0.379,0.393,0.373,47.57,0.002,48.409,0.005,0.846,0.527,1.049,0.597,48.009,"0.100%",48.913,"0.020%",2206.137,2380.025,NA,0.74
"500","3483","1635-1992","Urban",3,"Orange","20","DSL",5.4,5.725,5.419,0.842,0.863,0.844,22.285,0.002,22.046,0,0.674,0.558,0.687,0.551,14.864,"0.050%",14.921,"0.120%",720.982,712.881,1.49,NA
"501","3498","0-385","Rural",1,"Tiscali","8","DSL",3.111,6.801,1.333,0.38,0.393,0.382,54.865,0.003,55.655,0.011,0.961,0.551,0.856,0.745,53.332,"0.160%",54.123,"0.270%",1852.059,4272.938,NA,NA
"502","3499","5000+","Rural",1,"Plusnet","8","DSL",1.435,1.655,1.43,0.382,0.394,0.381,33.73,0.008,33.696,0.013,0.854,0.697,1.01,1.055,32.659,"0.630%",33.172,"0.720%",3824.722,3729.615,NA,NA
"503","3502","2563-5000","Urban",3,"BT","8","DSL",1.754,2.513,1.753,0.383,0.396,0.374,27.767,0.001,38.237,0.005,0.777,0.95,NA,NA,25.949,"0.080%",35.736,"0.240%",2222.261,2340.195,0.71,0.99
"504","3504","582-763","Urban",2,"Orange","20","DSL",13.286,14.674,13.322,1.032,1.055,1.032,20.913,0,20.899,0,0.604,0.371,0.593,0.434,14.522,"0.060%",14.708,"0.060%",397.8,375.419,0.74,NA
"505","3507","946-1143","Urban",2,"Orange","20","DSL",12.479,12.774,12.487,0.777,1.079,0.76,19.609,0,19.831,0,0.814,0.369,0.862,0.409,11.626,"0.020%",11.661,"0.020%",460.556,440.453,1.3,NA
"506","3534","1635-1992","Urban",3,"Sky","20","ADSL2+",3.145,6.043,3.318,0.847,0.884,0.85,21.897,0.039,21.383,0.026,0.793,0.682,0.683,0.808,22.284,"3.470%",22.19,"3.270%",5573.099,4952.221,0.86,1.01
"507","3547","385-582","Urban",3,"Sky","20","ADSL2+",16.515,16.896,16.521,0.984,1.067,0.991,15.585,0,16.754,0,0.532,0.294,0.51,0.307,13.151,"0.170%",13.198,"0.110%",497.622,481.716,0.62,0.52
"508","3551","582-763","Urban",3,"Zen","8","DSL",3.426,4.187,3.279,0.535,0.552,0.528,24.221,0.018,24.118,0.056,0.655,0.579,0.666,0.659,14.084,"0.210%",13.97,"0.230%",1213.153,1384.855,NA,0.28
"509","3553","1992-2563","Rural",1,"Zen","8","DSL",6.779,6.904,6.542,0.694,0.711,0.689,24.746,0.002,25.161,0.006,0.684,0.382,1.015,0.621,26.785,"0.190%",27.01,"0.160%",846.079,776.834,NA,0.28
"510","3554","2563-5000","Urban",1,"Tiscali","20","DSL",4.629,5.076,4.597,0.718,0.738,0.718,32.702,0,32.661,0,0.77,0.755,0.971,0.762,28.373,"0.170%",28.766,"0.120%",915.788,954.236,NA,0.46
"511","3555","1367-1635","Urban",4,"Karoo","20","ADSL2+",7.934,9.717,8.419,0.795,0.891,0.834,41.922,0.002,43.267,0,0.814,0.96,0.928,1.081,43.6,"1.890%",44.389,"2.590%",1212.003,872.24,1.46,NA
"512","3559","763-946","Urban",2,"Plusnet","20","DSL",12.866,13.282,12.856,1.017,1.05,1.003,38.852,0.002,38.987,0,0.749,0.552,0.77,0.748,37.756,"0.090%",37.835,"0.070%",676.234,709.747,0.99,NA
"513","3562","1143-1367","Urban",3,"BT","8","DSL",6.214,6.93,6.037,0.343,0.394,0.345,23.553,NA,22.478,NA,NA,NA,NA,NA,20.352,"0.040%",19.283,"0.070%",1040.864,853.173,0.94,0.6
"514","3568","5000+","Rural",2,"BT","2","",0.893,1.046,0.94,0.212,0.276,0.216,49.657,0,45.409,0,2.125,3.966,1.51,1.56,48.519,"0.040%",46.58,"0.070%",4116.733,3416.531,NA,0.03
"515","3571","763-946","Urban",3,"Pipex","8","DSL",6.336,6.681,6.323,0.868,0.885,0.867,29.375,0.002,29.055,0.005,1.051,0.537,1.248,0.561,22.88,"0.130%",23.213,"0.140%",681.36,691.637,NA,0.47
"516","3573","763-946","Urban",3,"Pipex","8","DSL",10.094,10.429,10.127,0.735,0.757,0.737,31.29,0.001,30.509,0,1.5,0.536,1.054,0.66,29.492,"0.140%",29.569,"0.020%",648.559,641.105,NA,0.47
"517","3575","0-385","Rural",2,"Sky","20","ADSL2+",19.903,20.575,19.753,1.115,1.131,1.114,24.045,0,23.863,0,0.609,0.456,0.613,0.59,16.644,"0.150%",16.865,"0.010%",366.406,361.136,0.72,NA
"518","3577","582-763","Urban",3,"TalkTalk","20","ADSL2+",12.259,12.579,12.183,0.736,0.753,0.737,23.765,0.001,23.656,0,0.719,0.609,0.724,0.691,28.349,"0.030%",28.662,"0.010%",1062.823,960.879,1.36,0.49
"519","3579","0-385","Urban",4,"Karoo","20","ADSL2+",17.125,17.229,17.13,0.925,0.934,0.925,12.835,0.002,12.672,0,0.596,0.353,0.437,0.339,12.262,"1.770%",12.295,"0.010%",350.184,334.177,0.97,NA
"520","3583","385-582","Urban",4,"Karoo","20","ADSL2+",13.502,14.077,12.694,0.87,0.884,0.869,35.368,0,35.234,0,0.623,0.456,0.706,0.485,34.741,"0.230%",35.015,"0.010%",592.399,616.257,0.97,NA
"521","3584","385-582","Urban",4,"Karoo","20","ADSL2+",15.839,17.009,15.776,0.976,0.997,0.979,10.732,0.074,10.758,0,0.543,0.364,NA,NA,11.413,"1.440%",11.436,"0.010%",342.207,378.198,0.97,NA
"522","3585","2563-5000","Urban",4,"Karoo","20","ADSL2+",10.086,10.87,10.136,0.914,1.033,0.891,17.386,0,18.049,0,0.716,0.571,0.715,0.765,18.68,"0.380%",18.095,"0.020%",560.717,646.269,0.58,0.06
"523","3592","1992-2563","Urban",3,"Virgin","30","Cable",30.588,31.345,30.282,1.974,1.988,1.975,14.982,0,15.52,0,1.478,0.28,2.169,0.378,16.301,"0.010%",17.047,"0.020%",344.374,347.269,1,0.59
"524","3593","2563-5000","Urban",3,"Demon","8","DSL",2.776,2.852,2.728,0.378,0.395,0.369,50.706,0,51.27,0,NA,NA,NA,NA,48.886,"0.220%",50.115,"0.020%",2226.675,1965.478,NA,2.01
"525","3595","2563-5000","Rural",1,"Entanet","20","DSL",13.371,13.787,13.374,0.994,1.065,0.992,NA,NA,NA,NA,0.563,0.447,0.621,0.465,21.921,"0.270%",22.069,"0.010%",NA,NA,NA,1.36
"526","3597","5000+","Rural",1,"Plusnet","20","DSL",1.007,1.946,0.912,0.384,0.393,0.384,50.858,0.001,51.143,0,0.852,0.716,0.769,0.867,48.919,"0.150%",49.15,"0.160%",4382.403,4676.524,NA,0.35
"527","3598","1143-1367","Urban",3,"Eclipse","20","DSL",6.411,6.541,6.439,0.743,0.869,0.766,39.563,0.002,40.027,0.009,3.915,1.061,1.687,1.116,32.323,"0.580%",32.526,"0.630%",952.569,921.389,NA,0.95
"528","3600","2563-5000","Urban",3,"Eclipse","8","DSL",2.047,2.295,2.054,0.784,0.869,0.775,33.991,0.005,34.085,0.002,1.167,0.567,1.189,0.55,29.377,"0.520%",29.715,"0.170%",1918.363,2147.329,NA,0.9
"529","3602","385-582","Urban",3,"Demon","20","DSL",3.73,3.837,3.724,0.727,0.822,0.72,20.411,0,20.423,0,0.588,0.563,0.597,0.557,19.182,"0.210%",19.178,"0.030%",1816.91,1675.566,NA,0.56
"530","3605","2563-5000","Rural",1,"IDNet","8","DSL",2.866,2.974,2.841,0.703,0.836,0.698,14.958,0.001,14.328,0.006,3.561,1.338,4.305,1.353,12.629,"0.100%",13.394,"0.530%",1297.358,1526.369,NA,0.3
"531","3606","2563-5000","Rural",1,"Tiscali","20","DSL",1.778,2.408,1.527,0.609,0.699,0.612,47.621,0.006,47.856,0.011,0.723,0.584,0.777,0.768,43.522,"0.060%",44.507,"0.190%",2501.08,4274.045,NA,0.35
"532","3608","763-946","Urban",3,"AAisp","20","DSL",12.27,13.345,12.164,0.767,0.878,0.753,44.847,0.001,43.736,0,0.765,0.659,0.614,0.965,26.619,"0.160%",27.193,"0.050%",513.255,510.222,NA,0.95
"533","3609","0-385","Rural",NA,"Eclipse","8","DSL",2.629,2.949,2.595,0.371,0.483,0.378,44.903,0.001,47.34,0.005,0.674,0.707,0.653,1.354,41.723,"0.210%",43.029,"1.270%",1525.06,1628.567,NA,NA
"534","3613","946-1143","Urban",3,"Eclipse","20","DSL",35.572,38.599,34.597,9.541,9.788,9.537,15.734,0.002,15.863,0.006,0.416,0.455,0.41,0.58,13.378,"0.330%",13.596,"0.480%",324.196,389.913,NA,NA
"535","3614","946-1143","Urban",3,"Plusnet","20","DSL",9.179,10.307,9.009,0.862,1.093,0.959,29.885,0.003,34.388,0,8.417,0.843,NA,NA,23.863,"0.040%",NA,"",956.355,757.283,1.27,NA
"536","3615","2563-5000","Urban",2,"Sky","20","ADSL2+",1.608,1.796,1.663,0.526,0.648,0.514,32.29,0.001,31.217,0,0.887,0.692,0.792,0.567,27.107,"0.130%",27.474,"0.510%",2777.81,2824.278,1.92,0.75
"537","3616","1367-1635","Urban",2,"BT","20","DSL",5.049,5.148,5.025,1.111,1.229,1.106,26.324,0,26.352,0,0.527,0.454,0.512,0.446,24.763,"0.060%",24.845,"0.020%",796.428,812.25,1.03,0.39
"538","3617","2563-5000","Rural",3,"TalkTalk","20","ADSL2+",4.533,5.11,4.516,0.749,0.839,0.76,36.472,0,36.456,0.004,1.178,0.621,1.275,0.71,27.113,"0.050%",27.054,"0.010%",1890.142,1723.35,0.95,1.23
"539","3618","1367-1635","Urban",3,"Tiscali","20","DSL",5.389,6.494,5.362,0.838,0.934,0.852,NA,NA,NA,NA,0.712,0.58,0.743,0.569,32.581,"0.100%",33.011,"0.480%",NA,NA,1.19,0.28
"540","3619","0-385","Urban",3,"Be","20","ADSL2+",14.427,14.816,14.434,0.847,0.923,0.835,23.702,0,23.635,0,1.034,0.368,NA,NA,20.512,"0.050%",19.998,"0.120%",981.008,1207.994,0.69,NA
"541","3622","1635-1992","Urban",3,"Sky","20","ADSL2+",8.301,8.866,8.258,1.08,1.182,1.064,28.843,0.001,28.604,0,0.557,0.54,0.501,0.482,20.79,"0.210%",21.011,"0.200%",1545.987,1689.621,0.86,1.01
"542","3623","2563-5000","Rural",1,"IDNet","8","DSL",4.378,4.939,4.294,0.718,0.847,0.72,32.716,0.002,31.546,0.003,1.37,0.578,1.762,0.571,29.419,"0.440%",31.745,"0.190%",1068.854,1231.823,NA,0.67
"543","3627","2563-5000","Rural",1,"Plusnet","20","DSL",4.615,4.744,4.621,0.884,0.953,0.877,15.341,0,15.261,0,0.597,0.378,0.587,0.554,13.748,"0.070%",13.904,"0.060%",804.393,806.774,NA,0.35
"544","3630","5000+","Rural",1,"Plusnet","20","DSL",0.663,0.939,0.661,0.398,0.508,0.397,34.035,0.008,33.89,0.013,0.731,0.748,0.711,0.905,31.49,"0.820%",31.786,"0.520%",4850.604,4819.24,NA,0.35
"545","3635","2563-5000","Rural",1,"Zen","8","DSL",2.922,6.417,1.89,0.913,1.267,0.836,54.738,0.021,75.485,0.051,6.641,4.266,NA,NA,54.688,"2.210%",78.91,"6.290%",3098.712,6836.73,NA,0.67
"546","3637","5000+","Rural",1,"Eclipse","8","DSL",2.065,2.354,2.073,0.356,0.51,0.362,40.143,0.001,39.742,0.003,0.931,0.626,0.738,0.681,36.656,"0.360%",36.989,"0.170%",1711.969,1705.867,NA,0.67
